title,author,genres
Rising Sun,"Crichton, Michael","['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Japan']"
Foundation,"Asimov, Isaac","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Novels']"
Foundations Edge Foundation 4,"Asimov, Isaac","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Hugo Awards']"
I Spit on Your Graves Vernon Sullivan 1,"Vian, Boris","['Fiction', 'France', 'French Literature', 'Classics', 'Crime', 'Roman', 'Novels']"
Robots and Empire Robot 4,"Asimov, Isaac","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Robots', 'Classics', 'Mystery', 'Novels']"
Timeline,"Crichton, Michael","['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Adventure']"
Homer Price,"McCloskey, Robert","['Fiction', 'Childrens', 'Classics', 'Humor', 'Middle Grade', 'Young Adult', 'Chapter Books']"
Wielki Gatsby,"Fitzgerald, F. Scott","['Fiction', 'School', 'Historical Fiction', 'Romance', 'Literature', 'Novels', 'Read For School']"
The Andromeda Strain Andromeda 1,"Crichton, Michael","['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Mystery', 'Science Fiction Fantasy', 'Suspense']"
Throne of Glass Throne of Glass 1,"Maas, Sarah J. *","['Young Adult', 'Romance', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Fae']"
Heir of Fire Throne of Glass 3,"Maas, Sarah J. *","['Young Adult', 'Romance', 'Magic', 'Fiction', 'Fae', 'Young Adult Fantasy', 'High Fantasy']"
Queen of Shadows Throne of Glass 4,"Maas, Sarah J. *","['Young Adult', 'Romance', 'Fae', 'Fiction', 'Magic', 'Young Adult Fantasy', 'New Adult']"
Empire of Storms Throne of Glass 5,"Maas, Sarah J. *","['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fae', 'Fiction', 'Magic']"
Tower of Dawn Throne of Glass 6,"Maas, Sarah J. *","['Young Adult', 'Romance', 'New Adult', 'Fiction', 'Fantasy', 'Fae', 'Magic']"
Kingdom of Ash Throne of Glass 7,"Maas, Sarah J. *","['Young Adult', 'Romance', 'Fae', 'Fantasy', 'Fiction', 'New Adult', 'Magic']"
Ashes Ashes Ashes Ashes 1,"Treggiari, Jo","['Dystopia', 'Young Adult', 'Post Apocalyptic', 'Science Fiction', 'Romance', 'Fiction', 'Survival']"
A Fine and Private Place,"Beagle, Peter S. *","['Fantasy', 'Fiction', 'Ghosts', 'Romance', 'Classics', 'Paranormal', 'Urban Fantasy']"
Congo,"Crichton, Michael","['Fiction', 'Science Fiction', 'Thriller', 'Adventure', 'Horror', 'Mystery', 'Suspense']"
Eaters of the Dead,"Crichton, Michael","['Fiction', 'Historical Fiction', 'Fantasy', 'Thriller', 'Horror', 'Adventure', 'Historical']"
The Angel of Darkness Dr Laszlo Kreizler 2,"Carr, Caleb","['Historical Fiction', 'Mystery', 'Fiction', 'Crime', 'Thriller', 'Historical', 'Mystery Thriller']"
The Demolished Man,"Bester, Alfred","['Science Fiction', 'Fiction', 'Classics', 'Mystery', 'Hugo Awards', 'Science Fiction Fantasy', 'Crime']"
The Female Quixote,"Lennox, Charlotte","['Classics', 'Fiction', '18th Century', 'Romance', 'Humor', 'British Literature', 'Historical Fiction']"
Disclosure,"Crichton, Michael","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Mystery Thriller', 'Novels']"
Diamond Bratva Jewels 2,"Low, J.A. *","['Romance', 'Dark', 'Contemporary', 'Suspense']"
This Christmas,"Heatherington, Emma *","['Christmas', 'Romance', 'Contemporary', 'Fiction', 'Holiday', 'Irish Literature', 'Cozy Mystery']"
Tanners Scheme Breeds 8,"Leigh, Lora","['Paranormal', 'Paranormal Romance', 'Romance', 'Erotica', 'Shapeshifters', 'Fantasy', 'Erotic Romance']"
Eight Million Ways to Die Matthew Scudder 5,"Block, Lawrence *","['Mystery', 'Crime', 'Fiction', 'Detective', 'Noir', 'Thriller', 'Mystery Thriller']"
Tourist Trap,"Harrison, Emma","['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Young Adult Romance', 'Teen', 'Young Adult Contemporary']"
The Terminal Man,"Crichton, Michael","['Fiction', 'Science Fiction', 'Thriller', 'Horror', 'Suspense', 'Mystery', 'Novels']"
Miles Errant Vorkosigan Omnibus 4,"Bujold, Lois McMaster *","['Science Fiction', 'Space Opera', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Space', 'Adventure']"
Cadillac Jukebox Dave Robicheaux 9,"Burke, James Lee","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Noir']"
Leftovers,"Wiess, Laura","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Abuse', 'Coming Of Age', 'Teen']"
Bedtime Story,"Wiersema, Robert J. *","['Fantasy', 'Fiction', 'Canada', 'Mystery', 'Books About Books', 'Family', 'Adventure']"
Monster Hunter Vendetta Monster Hunter International 2,"Correia, Larry","['Fantasy', 'Urban Fantasy', 'Horror', 'Fiction', 'Paranormal', 'Supernatural', 'Science Fiction']"
Walk Two Moons Trophy Newbery,"Creech, Sharon","['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'School', 'Classics']"
School Drool and Other Daily Disasters Justin Case 1,"Vail, Rachel *","['Humor', 'Realistic Fiction', 'Middle Grade', 'Fiction', 'Childrens', 'School', 'Family']"
The Preachers Bride,"Hedlund, Jody *","['Historical Fiction', 'Christian Fiction', 'Romance', 'Christian', 'Fiction', 'Historical', 'Historical Romance']"
Abarat,"Barker, Clive *","['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Adventure', 'Science Fiction Fantasy', 'Magic']"
A Storm of Swords Steel and Snow A Song of Ice and Fire 31,"Martin, George R.R.","['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Dragons', 'Adventure']"
Moonfall,"Thorne, Tamara *","['Horror', 'Fiction', 'Halloween', 'Thriller', 'Fantasy', 'Witches', 'Paranormal']"
Last Bus to Woodstock Inspector Morse 1,"Dexter, Colin","['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']"
Last Seen Wearing Inspector Morse 2,"Dexter, Colin","['Mystery', 'Crime', 'Fiction', 'Detective', 'Mystery Thriller', 'British Literature', 'Murder Mystery']"
The Remorseful Day Inspector Morse 13,"Dexter, Colin","['Mystery', 'Crime', 'Fiction', 'Detective', 'Mystery Thriller', 'British Literature', 'Murder Mystery']"
The Way Through The Woods Inspector Morse 10,"Dexter, Colin","['Mystery', 'Fiction', 'Crime', 'Detective', 'British Literature', 'Mystery Thriller', 'Murder Mystery']"
Elijah Nightwalkers 3,"Frank, Jacquelyn *","['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Vampires', 'Urban Fantasy']"
The Clue of the Broken Blade Hardy Boys 21,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Detective']"
Danger on Vampire Trail Hardy Boys 50,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Adventure', 'Mystery Thriller']"
Temblor Los lobos de Mercy Falls 1,"Stiefvater, Maggie *","['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance']"
Footprints Under the Window The Hardy Boys 12,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Middle Grade']"
Magyk Septimus Heap 1,"Sage, Angie","['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Magic', 'Childrens', 'Adventure']"
The Missing Chums The Hardy Boys 4,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Adventure', 'Detective']"
Unraveled Intertwined 2,"Showalter, Gena *","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Werewolves', 'Supernatural']"
Battlefield Earth A Saga of the Year 3000,"Hubbard, L. Ron","['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Adventure', 'Classics']"
The Deed of Paksenarrion Paksenarrion 13,"Moon, Elizabeth","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Military Fiction']"
The Secret of the Caves The Hardy Boys 7,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Middle Grade']"
The Secret of the Old Mill The Hardy Boys 3,"Dixon, Franklin W.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Adventure', 'Middle Grade']"
Mrs PiggleWiggles Farm Mrs Piggle Wiggle 3,"MacDonald, Betty","['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Chapter Books']"
The Immortals Boxed Set The Immortals 13,"Noel, Alyson *","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Vampires', 'Fiction']"
As I Lay Dying,"Faulkner, William","['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Southern Gothic']"
Time to Hunt Bob Lee Swagger 3,"Hunter, Stephen *","['Thriller', 'Fiction', 'Mystery', 'Action', 'Military Fiction', 'Crime', 'Suspense']"
Mamas Bank Account,"Forbes, Kathryn","['Fiction', 'Historical Fiction', 'Classics', 'Historical', 'Humor', 'Young Adult', 'Childrens']"
Captain Horatio Hornblower Beat to Quarters  Ship of the Line  Flying Colours,"Forester, C.S.","['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Adventure', 'Novels', 'Military Fiction']"
Hornblower and the Atropos Hornblower Saga Chronological Order 5,"Forester, C.S.","['Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Classics', 'War', 'Military Fiction']"
Lieutenant Hornblower Hornblower Saga Chronological Order 2,"Forester, C.S.","['Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Classics', 'War', 'Military Fiction']"
Lord Hornblower Hornblower Saga Chronological Order 10,"Forester, C.S.","['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Classics', 'War', 'Military Fiction']"
Miss Pesimis,AliaZalea,"['Romance', 'Indonesian Literature', 'Novels', 'Adult', 'Chick Lit', 'Fiction', 'Contemporary']"
The White Luck Warrior AspectEmperor 2,"Bakker, R. Scott","['Fantasy', 'Fiction', 'Epic Fantasy', 'Dark Fantasy', 'High Fantasy', 'Philosophy', 'Horror']"
Jeremy Thatcher Dragon Hatcher Magic Shop 2,"Coville, Bruce","['Fantasy', 'Dragons', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Magic']"
Sugar and Spice LA Candy 3,"Conrad, Lauren","['Young Adult', 'Chick Lit', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen']"
La peste,"Camus, Albert","['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']"
Maids of Misfortune A Victorian San Francisco Mystery 1,"Locke, M. Louisa *","['Mystery', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Historical Mystery', 'Cozy Mystery']"
Dreaming in Cuban,"García, Cristina","['Fiction', 'Historical Fiction', 'Magical Realism', 'School', 'Contemporary', 'Novels', 'Literature']"
In the Presence of the Enemy Inspector Lynley 8,"George, Elizabeth *","['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller', 'British Literature']"
On the Far Side of the Mountain Mountain 2,"George, Jean Craighead","['Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Survival', 'Middle Grade', 'Realistic Fiction']"
Holy Warrior The Outlaw Chronicles 2,"Donald, Angus *","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'War', 'Fantasy', 'Adventure']"
The Glass Palace,"Ghosh, Amitav","['Fiction', 'Historical Fiction', 'Historical', 'Indian Literature', 'Novels', 'Literary Fiction', 'Literature']"
Death on Deadline Rex Stouts Nero Wolfe Mysteries 2,"Goldsborough, Robert *","['Mystery', 'Fiction', 'Detective', 'Crime', 'Cozy Mystery', 'Historical Mystery', 'Mystery Thriller']"
Confessions of a Werewolf Supermodel,"Thompson, Ronda","['Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Chick Lit']"
Bad Blood Virgil Flowers 4,"Sandford, John","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
Snow Falling on Cedars,"Guterson, David","['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Literature', 'Literary Fiction', 'Classics']"
That Kiss In The Rain,"Chakraborty, Novoneel *","['Romance', 'Fiction', 'Indian Literature', 'Love', 'Contemporary', 'Young Adult', 'Romantic']"
I Wish I Had a Red Dress Idlewild 2,"Cleage, Pearl","['Fiction', 'African American', 'Contemporary', 'Chick Lit', 'African American Literature', 'Romance', 'Novels']"
Plainsong Plainsong 1,"Haruf, Kent","['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'Adult Fiction', 'Book Club']"
Sin Undone Demonica 5,"Ione, Larissa *","['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Vampires', 'Fantasy', 'Urban Fantasy']"
The Road to Rome Forgotten Legion Chronicles 3,"Kane, Ben","['Historical Fiction', 'Fiction', 'Historical', 'Roman', 'War', 'Military Fiction', 'Adventure']"
Across the Nightingale Floor Tales of the Otori 1,"Hearn, Lian","['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Japan', 'Historical', 'Romance']"
Grass for His Pillow Tales of the Otori 2,"Hearn, Lian","['Fantasy', 'Fiction', 'Historical Fiction', 'Japan', 'Young Adult', 'Historical', 'Romance']"
Married with Zombies Living with the Dead 1,"Petersen, Jesse *","['Zombies', 'Horror', 'Romance', 'Humor', 'Fiction', 'Fantasy', 'Paranormal']"
Stones from the River Burgdorf Cycle 1,"Hegi, Ursula","['Fiction', 'Historical Fiction', 'Germany', 'World War II', 'Holocaust', 'Historical', 'War']"
Spring in London,"Tan, Ilana","['Romance', 'Indonesian Literature', 'Fiction', 'Novels', 'Young Adult', 'Contemporary', 'Adult']"
The Forever Queen Saxon 2,"Hollick, Helen *","['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Medieval', '11th Century', 'Anglo Saxon']"
Bones and Silence Dalziel  Pascoe 11,"Hill, Reginald","['Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Thriller', 'British Literature', 'Detective']"
A Killing Kindness Dalziel  Pascoe 6,"Hill, Reginald","['Mystery', 'Crime', 'Fiction', 'British Literature', 'Detective', 'Thriller', 'Historical Fiction']"
Paranormalcy Paranormalcy 1,"White, Kiersten *","['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Vampires', 'Urban Fantasy', 'Supernatural']"
Bright Young Things Bright Young Things 1,"Godbersen, Anna","['Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Fiction', 'Chick Lit', 'Teen']"
Blameless Parasol Protectorate 3,"Carriger, Gail *","['Steampunk', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Urban Fantasy', 'Fiction']"
Delirio,"Restrepo, Laura","['Fiction', 'Spanish Literature', 'Latin American', 'Novels', 'Literary Fiction', 'Literature', 'Contemporary']"
The Kite Runner,"Hosseini, Khaled *","['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'Literature', 'School']"
The Story of the Stone The Chronicles of Master Li and Number Ten Ox 2,"Hughart, Barry","['Fantasy', 'Fiction', 'Mystery', 'Historical Fiction', 'China', 'Historical', 'Humor']"
Eat Prey Love Love at Stake 9,"Sparks, Kerrelyn *","['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Shapeshifters', 'Fantasy', 'Urban Fantasy']"
The Road to Mars A PostModem Novel,"Idle, Eric","['Science Fiction', 'Humor', 'Fiction', 'Comedy', 'Fantasy', 'Science Fiction Fantasy', 'Novels']"
Andersonville,"Kantor, MacKinlay","['Historical Fiction', 'Fiction', 'Civil War', 'War', 'Classics', 'American Civil War', 'Historical']"
The Game Mary Russell and Sherlock Holmes 7,"King, Laurie R. *","['Mystery', 'Historical Fiction', 'Fiction', 'Historical Mystery', 'Historical', 'India', 'Mystery Thriller']"
Origins The Vampire Diaries Stefans Diaries 1,"Smith, L.J. *","['Vampires', 'Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
Animal Dreams,"Kingsolver, Barbara","['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature', 'Adult']"
How to Live Safely in a Science Fictional Universe,"Yu, Charles *","['Science Fiction', 'Fiction', 'Time Travel', 'Humor', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction']"
Years,"Spencer, LaVyrle","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Westerns', 'Fiction', 'Western Romance']"
The Horse You Came In On Richard Jury 12,"Grimes, Martha *","['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Detective', 'Police']"
Hotel Paradise Emma Graham 1,"Grimes, Martha *","['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Coming Of Age', 'Womens']"
Vows,"Spencer, LaVyrle","['Romance', 'Historical Romance', 'Historical', 'Fiction', 'Westerns', 'Historical Fiction', 'Contemporary']"
A Swiftly Tilting Planet Time Quintet 3,"L'Engle, Madeleine","['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade']"
Pieces of the Heart,"White, Karen *","['Fiction', 'Chick Lit', 'Romance', 'Southern', 'Contemporary', 'Womens Fiction', 'Adult Fiction']"
Independent People,"Laxness, Halldór","['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature']"
Woman on the Edge of Time,"Piercy, Marge","['Fiction', 'Science Fiction', 'Feminism', 'Time Travel', 'Dystopia', 'Fantasy', 'Speculative Fiction']"
The Diviners The Diviners 1,"Bray, Libba *","['Fantasy', 'Young Adult', 'Historical Fiction', 'Paranormal', 'Mystery', 'Historical', 'Horror']"
Call To Arms The Corps 2,"Griffin, W.E.B.","['Fiction', 'Historical Fiction', 'Military Fiction', 'War', 'Historical', 'Thriller', 'Adventure']"
Aunt Julia and the Scriptwriter,"Vargas Llosa, Mario","['Fiction', 'Latin American', 'Nobel Prize', 'Spanish Literature', 'Novels', 'Classics', 'Literature']"
Dust Dust 1,"Turner, Joan Frances","['Zombies', 'Horror', 'Young Adult', 'Fantasy', 'Fiction', 'Science Fiction', 'Post Apocalyptic']"
Gullivers Travels,"Swift, Jonathan","['Classics', 'Fiction', 'Fantasy', 'Adventure', 'Literature', 'Novels', '18th Century']"
Tales from the Odyssey Part 1 Tales from the Odyssey 13,"Osborne, Mary Pope","['Mythology', 'Fantasy', 'Classics', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult']"
Emilys Quest Emily 3,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Canada', 'Childrens']"
Emily Climbs Emily 2,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Romance']"
Deadly Little Games Touch 3,"Stolarz, Laurie Faria *","['Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Mystery', 'Supernatural', 'Fiction']"
Matched Matched 1,"Condie, Ally *","['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Teen']"
Belinda,"Edgeworth, Maria","['Classics', 'Fiction', '19th Century', 'Romance', 'Historical Fiction', 'Literature', 'British Literature']"
The Lost Hero The Heroes of Olympus 1,"Riordan, Rick *","['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
The Hero and the Crown Damar 2,"McKinley, Robin","['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Romance', 'Magic']"
The Iron Ring,"Alexander, Lloyd","['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Childrens', 'Mythology', 'Middle Grade']"
The SevenPerCent Solution Nicholas Meyer Holmes Pastiches 1,"Meyer, Nicholas *","['Mystery', 'Fiction', 'Historical Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Classics']"
The Familiars,"Epstein, Adam Jay *","['Fantasy', 'Middle Grade', 'Animals', 'Magic', 'Adventure', 'Childrens', 'Young Adult']"
The Ghost of Crutchfield Hall,"Hahn, Mary Downing *","['Horror', 'Middle Grade', 'Ghosts', 'Paranormal', 'Mystery', 'Historical Fiction', 'Young Adult']"
Anne of Avonlea Anne of Green Gables 2,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Romance']"
Anne of Ingleside Anne of Green Gables 6,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']"
Anne of the Island Anne of Green Gables 3,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Childrens', 'Historical']"
Annes House of Dreams Anne of Green Gables 5,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']"
Rainbow Valley Anne of Green Gables 7,"Montgomery, L.M.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Historical']"
Gap Creek,"Morgan, Robert","['Fiction', 'Historical Fiction', 'Historical', 'Adult Fiction', 'Southern', 'Drama', 'Romance']"
Night Star The Immortals 5,"Noel, Alyson *","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance']"
Heart of a Samurai,"Preus, Margi","['Historical Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Japan', 'Historical']"
Torment Fallen 2,"Kate, Lauren *","['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
Prisoner of My Desire Avon Historical Romance,"Lindsey, Johanna","['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Medieval Romance', 'Fiction']"
No Passengers Beyond This Point,"Choldenko, Gennifer *","['Fantasy', 'Middle Grade', 'Adventure', 'Young Adult', 'Fiction', 'Science Fiction', 'Juvenile']"
Trash,"Mulligan, Andy","['Young Adult', 'Mystery', 'Fiction', 'Adventure', 'Realistic Fiction', 'School', 'Poverty']"
Dash  Lilys Book of Dares Dash  Lily 1,"Cohn, Rachel","['Young Adult', 'Romance', 'Contemporary', 'Christmas', 'Fiction', 'Holiday', 'Realistic Fiction']"
Seers of Light Light 1,"DeLucy, Jennifer *","['Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance', 'Vampires', 'Ghosts']"
Ahabs Wife or The StarGazer,"Naslund, Sena Jeter","['Fiction', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Literary Fiction', 'Adult Fiction']"
Sacr Bleu A Comedy dArt,"Moore, Christopher *","['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Art', 'Comedy', 'Mystery']"
Boycotts  Barflies,"Michaels, Victoria *","['Romance', 'Humor', 'Contemporary Romance', 'Chick Lit', 'Contemporary', 'Adult', 'New Adult']"
The Unidentified Redhead Redhead 1,"Clayton, Alice *","['Romance', 'Contemporary Romance', 'Chick Lit', 'Contemporary', 'Humor', 'Adult', 'Erotica']"
Blue Willow,"Gates, Doris","['Historical Fiction', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Classics', 'Juvenile']"
Infinite Days Vampire Queen 1,"Maizel, Rebecca","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
The Adventures of Nanny Piggins Nanny Piggins 1,"Spratt, R.A. *","['Humor', 'Childrens', 'Middle Grade', 'Fantasy', 'Fiction', 'Juvenile', 'Animals']"
Falls the Shadow  Welsh Princes 2,"Penman, Sharon Kay","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '13th Century', 'Romance']"
Here Be Dragons Welsh Princes 1,"Penman, Sharon Kay","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Fantasy', 'Romance', 'British Literature']"
Fear and Loathing in Las Vegas,"Thompson, Hunter S.","['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'Literature', 'American']"
In the Year of the Boar and Jackie Robinson,"Lord, Bette Bao","['Historical Fiction', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'School', 'Sports']"
The Iron Daughter The Iron Fey 2,"Kagawa, Julie *","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Magic']"
Look at Me,"Egan, Jennifer *","['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'American', 'Adult Fiction', 'New York']"
Misguided Angel Blue Bloods 5,"Cruz, Melissa de la *","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Urban Fantasy']"
I Am Number Four Lorien Legacies 1,"Lore, Pittacus","['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Romance', 'Paranormal']"
Erebos Erebos 1,"Poznanski, Ursula","['Young Adult', 'Thriller', 'Science Fiction', 'Fantasy', 'Mystery', 'Fiction', 'German Literature']"
Hide and Seek Inspector Rebus 2,"Rankin, Ian *","['Mystery', 'Crime', 'Fiction', 'Scotland', 'Detective', 'Thriller', 'Mystery Thriller']"
Saving Rachel Donovan Creed 3,"Locke, John","['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Novels']"
Let It Bleed Inspector Rebus 7,"Rankin, Ian *","['Crime', 'Mystery', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller']"
Apartment 16,"Nevill, Adam *","['Horror', 'Fiction', 'Thriller', 'Paranormal', 'Supernatural', 'Mystery', 'Ghosts']"
Blue Mars Mars Trilogy 3,"Robinson, Kim Stanley","['Science Fiction', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Novels']"
Green Mars Mars Trilogy 2,"Robinson, Kim Stanley","['Science Fiction', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Space Opera']"
Miss Julia Speaks Her Mind Miss Julia 1,"Ross, Ann B.","['Fiction', 'Mystery', 'Humor', 'Southern', 'Chick Lit', 'Cozy Mystery', 'Contemporary']"
The Little Friend,"Tartt, Donna","['Fiction', 'Mystery', 'Literary Fiction', 'Contemporary', 'Thriller', 'Crime', 'Novels']"
The Ambassadors,"James, Henry","['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'France', '20th Century']"
The Squire His Knight and His Lady The Squires Tales 2,"Morris, Gerald","['Fantasy', 'Young Adult', 'Arthurian', 'Fiction', 'Historical Fiction', 'Adventure', 'Middle Grade']"
The Stone Diaries,"Shields, Carol","['Fiction', 'Canada', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Classics']"
The Legacy,"Tranter, Kirsten","['Fiction', 'Mystery', 'Australia', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Suspense']"
And This Too Shall Pass,"Harris, E. Lynn","['Fiction', 'African American', 'LGBT', 'Drama', 'Romance', 'Gay', 'Contemporary']"
