title,author,answer,citation
Once Is Not Enough,"Susann, Jacqueline","[1, ""January Wayne""]","['https://en.wikipedia.org/wiki/Once_Is_Not_Enough', 'https://en.wikipedia.org/wiki/Once_Is_Not_Enough_(film)', 'https://cannonballread.com/2021/04/once-is-not-enough-xoxoxoe/', 'https://www.imdb.com/title/tt0073190/', 'https://www.goodreads.com/book/show/131155.Once_Is_Not_Enough']"
Jacqueline Susanns Shadow Of The Dolls,"Lawrence, Rae","[1, ""Neely O'Hara""]","['https://www.chelseanewsny.com/news/in-rae-lawrences-jacqueline-susanns-shadow-of-the-dolls-living-chilled-is-the-best-revenge-JINP1420010825308259999', 'https://www.goodreads.com/book/show/131157', 'http://www.publishersweekly.com/9780609605851', 'https://www.bookreporter.com/reviews/jacqueline-susanns-shadow-of-the-dolls', 'https://en.wikipedia.org/wiki/Jacqueline_Susann']"
Everbound Everneath 2,"Ashton, Brodi","[1, ""Nikki Beckett""]","['https://www.goodreads.com/book/show/16180082', 'https://www.bookhampton.com/book/9780062071170', 'http://booksinthespotlight.blogspot.com/2013/03/everbound-everneath-2.html', 'https://neverjudgeabookbyitscover.co.uk/2013/03/review-everbound-by-brodi-ashton.html', 'http://misspageturnerscityofbooks.blogspot.com/2013/12/book-review-everbound-everneath-2-by.html']"
The Masqueraders,"Heyer, Georgette","[1, ""Prudence Tremaine""]","['http://www.heyerlist.org/whos-who/The_Masqueraders.html', 'https://www.georgette-heyer.com/heroines.html', 'https://smartbitchestrashybooks.com/reviews/squee-from-the-keeper-shelf-the-masqueraders-by-georgette-heyer/', 'https://en.wikipedia.org/wiki/The_Masqueraders', 'https://janeaustensworld.com/2010/02/02/the-masqueraders-by-georgette-heyer-a-review/']"
Alice in Deadland Alice in Deadland 1,"Dhar, Mainak","[1, ""Alice""]","['https://www.goodreads.com/book/show/13118820-alice-in-deadland', 'https://www.monstercomplex.com/blog/zombie-interview-mainak-dhar-zombiestan', 'https://manybooks.net/featured-authors/mainak-dhar-alice-zombies-and-destiny', 'https://www.bookgeeks.in/alice-deadland-mainak-dhar-book-review/', 'https://www.barnesandnoble.com/w/alice-in-deadland-trilogy-mainak-dhar/1115206371']"
Nancy Clancy Super Sleuth Nancy Clancy Chapter Books 1,"O'Connor, Jane","[1, ""Nancy Clancy""]","['https://www.fancynancyworld.com/characters/nancy-clancy', 'https://www.fancynancyworld.com/characters', 'https://www.goodreads.com/book/show/13119928-nancy-clancy-super-sleuth', 'https://vegbooks.org/index.php/2012/05/21/nancy-clancy-super-sleuth/', 'https://en.wikipedia.org/wiki/Fancy_Nancy']"
Dead Scared Lacey Flint 2,"Bolton, Sharon J.","[1, ""Lacey Flint""]","['https://cleopatralovesbooks.wordpress.com/tag/lacey-flint/', 'https://melsbookshelf.com/book-reviews/dead-scared-lacey-flint-2-sharon-bolton-review/', 'https://app.thestorygraph.com/book_reviews/797b49f2-d418-4734-a6fc-2e5451b69e60?page=11', 'https://app.thestorygraph.com/book_reviews/3bf48f98-e8e0-4067-a3c2-c6d1be988fce', 'https://www.goodreads.com/list/show/73359.Crime_Female_Protagonist']"
Dark Desires,"Silver, Eve","[1, ""Darcie Finch""]","['https://www.evesilver.net/dark-desires', 'https://bookriot.com/horror-elements-in-eve-silvers-dark-desires/', 'https://allaboutromance.com/book-review/dark-desires-eve-silver/', 'https://mrsgiggles.com/dark-desires-by-eve-silver/', 'https://www.bookbub.com/books/dark-desires-by-eve-silver']"
Callum  Harper Sleepless 1,"Amelie, Fisher","[1, ""Harper Bailey""]","['https://www.liyahsbookhaven.com/reviews/callum-harper-sleepless-1-by-fisher-amelie', 'https://novel24.com/callum-harper-sleepless-1-s2689-c10.html', 'https://www.falcongo.co.th/blogs/news/pre-order-promotion-for-vsett-electric-scooters?comment=129432158287&page=484', 'https://www.falcongo.co.th/blogs/news/pre-order-promotion-for-vsett-electric-scooters?comment=128723320911u0026page%3D3u0026page%3D105u0026page%3D11u0026grid_listu0026page%3D2u0026page%3D336&page=488', 'https://goodreads.com/book/show/13122965.Callum___Harper__Sleepless___1_']"
The Awakening The New HeroesQuantum Prophecy 1,"Carroll, Michael","[0, """"]","['https://www.goodreads.com/topic/show/1427455-super-hero-books', 'https://www.goodreads.com/shelf/show/wtf-characters', 'https://s.gr-assets.com/list/show/6859.Books_With_Superpowers_Blam_?tab=all_votes', 'https://blog.sipeed.com/public/scholarship/Documents/Ansoft%20Maxwell%20User%20Guide.pdf', 'http://www.link-lines.com/cgi/tail_review/tail_review.cgi?mode=all_private&list=117']"
Reached Matched 3,"Condie, Ally","[1, ""Cassia Reyes""]","['https://www.goodreads.com/book/show/16225253-reached', 'https://www.gradesaver.com/reached/study-guide/character-list', 'https://en.wikipedia.org/wiki/Matched_(book)', 'https://foreveryoungadult.com/book-report/reached-ally-condie/', 'https://thebookbratz.blogspot.com/2014/06/review-reached-matched-3-by-ally-condie.html']"
Backfire FBI Thriller 16,"Coulter, Catherine","[1, ""Lacey Sherlock""]","['https://www.goodreads.com/book/show/13126128-backfire', 'http://www.publishersweekly.com/9780399157325', 'https://www.barnesandnoble.com/w/backfire-catherine-coulter/1106654915', 'https://sikeston.missourievergreen.org/eg/opac/record/157991?print=t%3Bclient%3Dmissever%3Bisbn%3D9780739344583%2Fsummary.html%3Btype%3Drw12', 'https://freshfiction.com/review.php?id=33779']"
The Fourth Estate,"Archer, Jeffrey","[1, """"]","['https://www.goodreads.com/book/show/2555471', 'https://jeffreyarcher.com/book/the-fourth-estate-by-jeffrey-archer/', 'https://www.barnesandnoble.com/w/the-fourth-estate-jeffrey-archer/1002170096', 'https://www.bookishelf.com/jeffrey-archer-books-list-of-books-by-jeffrey-archer-with-summary/', 'https://en.wikipedia.org/wiki/Jeffrey_Archer']"
Cross Alex Cross 12,"Patterson, James","[0, """"]","['https://www.goodreads.com/book/show/484993', 'https://www.rjjulia.com/book/9781538752890', 'https://www.abebooks.com/servlet/SearchResults?an=James+Patterson&bi=0&bx=off&ds=50&fe=on&kn=%22Alex+Cross%22&pics=on&recentlyadded=all&sortby=17&x=0&y=0&cm_sp=pan-_-srp-_-fe', 'https://www.goodreads.com/group/83510-crime-detective-mystery-thriller-group/comments/30817744-sandy-the-world-could-end-while-i-was-reading-and-i-would-never-notice?page=33', 'https://www.rjjulia.com/book/9780316402484']"
Darkest Before Dawn,"Flynn, Katie","[1, ""Seraphina Todd""]","['https://www.goodreads.com/en/book/show/13128003-darkest-before-dawn', 'https://www.barnesandnoble.com/w/darkest-before-dawn-katie-flynn/1007860255', 'https://www.goodreads.com/book/show/2352007', 'https://www.kobo.com/ww/en/ebook/darkest-before-dawn-1', 'https://www.penguin.co.nz/books/darkest-before-dawn-9781446411162']"
The Headmasters Wager,"Lam, Vincent","[0, """"]","['http://wormhole.carnelianvalley.com/vincent-lam-the-headmasters-wager/', 'https://app.thestorygraph.com/book_reviews/6e3f2089-eccb-4bbb-bac0-452faef732fc?page=7', 'https://www.goodreads.com/book/show/13129612-the-headmaster-s-wager', 'https://www.popmatters.com/160717-the-headmasters-wager-by-vincent-lam-2495834450.html', 'https://dvan.org/2013/01/vincent-lams-the-headmasters-wager/']"
Crimson Frost Mythos Academy 4,"Estep, Jennifer","[1, ""Gwen Frost""]","['https://www.goodreads.com/book/show/42194160', 'https://www.jenniferestep.com/series/mythos-academy-series/', 'https://www.jenniferestep.com/books/crimson-frost/', 'http://smallreview.blogspot.com/2013/01/book-review-crimson-frost-by-jennifer.html', 'https://kddidit.com/2013/02/06/jennifer-estep-crimson-frost/']"
Vex Celestra 5,"Moore, Addison","[1, ""Skyla Messenger""]","['https://newbookrecommendation.com/summary-of-celestra-5-vex-by-addison-moore-a-detailed-synopsis/', 'https://thebookhookup.wordpress.com/2011/12/27/wicked-celestra-4-and-vex-celestra-5-by-addison-moore/', 'https://www.barnesandnoble.com/w/vex-addison-moore/1107827769?bvstate=pg%3A3%2Fct%3Ar', 'https://www.thereadingcafe.com/tag/vex/', 'https://www.goodreads.com/book/show/16180179-elysian']"
3rd Degree Womens Murder Club 3,"Patterson, James","[1, ""Lindsay Boxer""]","['https://www.jamespatterson.com/landing-page/james-patterson-books-womens-murder-club/', 'https://en.wikipedia.org/wiki/3rd_Degree_(novel)', 'https://www.lifeisstory.com/fiction/3rd-degree-womens-murder-club-3-andrew-gross-and-james-patterson/', 'https://www.goodreads.com/book/show/13132.3rd_Degree', 'https://megjopol.wordpress.com/2012/01/12/3rd-degree-womens-murder-club/']"
Also Known As Also Known As 1,"Benway, Robin","[1, ""Maggie Silver""]","['https://www.goodreads.com/book/show/13132661-also-known-as', 'https://www.thenovelhermit.com/review/also-known-as-robin-benway/', 'https://www.thatartsyreadergirl.com/2014/02/also-known-as-by-robin-benway-book-review/', 'https://slatebreakers.com/2013/04/29/review-also-known-as-by-robin-benway/', 'https://www.goodreads.com/book/show/17410544-also-known-as']"
The Quickie,"Patterson, James","[1, ""Lauren Stillwell""]","['https://www.goodreads.com/book/show/13133.The_Quickie', 'https://www.littlebrown.com/titles/james-patterson/the-quickie/9781594839276/', 'https://app.thestorygraph.com/book_reviews/c734d295-df97-4537-b9e7-a7ac92c44018?page=3', 'https://mistysbookspace.wordpress.com/2017/12/27/review-the-quickie-by-james-patterson-michael-ledwidge/', 'https://www.goodreads.com/book/show/6502930-the-quickie']"
The Essential Max Brooks World War Z and The Zombie Survival Guide,"Brooks, Max","[0, """"]","['https://www.imdb.com/title/tt0816711/fullcredits/', 'https://www.litcharts.com/lit/world-war-z/characters', 'https://mollyjoycetodd.wordpress.com/2014/07/02/misogynist-sexist-and-filled-with-female-subjugation-world-war-z-in-a-nutshell/', 'https://readingtheend.com/2013/04/01/review-world-war-z-max-brooks-plus-argh-gender-stuff/', 'https://en.wikipedia.org/wiki/World_War_Z']"
Oppa  I,Orizuka,"[1, ""Jae In""]","['https://www.romance.io/books/5455cd3487eac3369a914ef9/oppa-i-orizuka-lia-indra-andriana/similar', 'https://www.goodreads.com/book/show/13136388-oppa-i', 'https://falcondhehacker.wordpress.com/tag/kpop/page/3/', 'https://www.grafiati.com/es/literature-selections/chick-lit/journal/', 'https://www.goodreads.com/book/show/13541019']"
1st to Die Womens Murder Club 1,"Patterson, James","[1, ""Lindsay Boxer""]","['https://en.wikipedia.org/wiki/1st_to_Die', 'https://www.jamespatterson.com/landing-page/james-patterson-books-womens-murder-club/', 'https://www.supersummary.com/1st-to-die/major-character-analysis/', 'https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html', 'https://en.wikipedia.org/wiki/Lindsay_Boxer']"
Double Deuce Spenser 19,"Parker, Robert B.","[1, ""Dr. Susan Silverman""]","['https://www.goodreads.com/book/show/872022', 'https://www.whistlestoppers.com/robert-b-parker/double-deuce-spenser-19', 'https://www.goodreads.com/book/show/69637.Double_Deuce', 'https://en.wikipedia.org/wiki/Double_Deuce', 'https://www.barnesandnoble.com/w/double-deuce-robert-b-parker/1102254357']"
These Broken Stars Starbound 1,"Kaufman, Amie","[1, ""Lilac LaRoux""]","['https://www.goodreads.com/book/show/13138635-these-broken-stars', 'https://nerdgirllovesbooks.com/2018/06/28/these-broken-stars-starbound-1-by-amie-kaufman-and-megan-spooner/', 'https://cheyenneraphael.com/2016/12/06/these-broken-stars-minor-spoiler-with-warning/', 'http://alphareader.blogspot.com/2013/12/these-broken-stars-starbound-trilogy-1.html', 'https://abookisagirlsbf.wordpress.com/2015/02/26/these-broken-stars-by-amie-kaufman-and-meagan-spooner-review/']"
This Shattered World Starbound 2,"Kaufman, Amie","[1, ""Jubilee Chase""]","['https://www.goodreads.com/book/show/13138734', 'https://delicateeternity.com/2014/this-shattered-world-by-amie-kaufman-and-meagan-spooner/', 'https://www.yabookscentral.com/this-shattered-world/', 'https://nerdgirllovesbooks.com/2018/11/08/this-shattered-world-starbound-2-by-amie-kaufman-and-meagan-spooner/', 'https://readinglark.blogspot.com/2014/11/book-review-this-shattered-world.html']"
Schools OutForever Maximum Ride 2,"Patterson, James","[1, ""Maximum Ride""]","['https://en.wikipedia.org/wiki/List_of_Maximum_Ride_characters', 'https://www.jamespatterson.com/titles/james-patterson/schools-out-forever/9780316155595/', 'https://www.pluggedin.com/book-reviews/schools-out-forever/', 'https://www.bookclubforum.co.uk/community/topic/740-maximum-ride-by-james-patterson/', 'https://parapith.weebly.com/book-summaries/schools-out-forever']"
Jack  Jill Alex Cross 3,"Patterson, James","[1, ""Christine Johnson""]","['https://www.goodreads.com/book/show/1422695.Jack_Jill', 'https://en.wikipedia.org/wiki/Alex_Cross', 'https://www.redital.com/2023/jack-and-jill-alex-cross-3-review-political-destabilization/', 'https://www.goodreads.com/book/show/6986653-jack-jill', 'https://sobrief.com/books/jack-and-jill']"
Pop Goes the Weasel Alex Cross 5,"Patterson, James","[1, ""Christine Johnson""]","['https://sobrief.com/books/pop-goes-the-weasel', 'https://en.wikipedia.org/wiki/Alex_Cross_(novel_series)', 'https://www.goodreads.com/book/show/13143', 'https://www.riverwalkbooks.com/book/9781538707180', 'https://en.wikipedia.org/wiki/Pop_Goes_the_Weasel_(novel)']"
Before I Die,"Downham, Jenny","[1, ""Tessa Scott""]","['https://en.wikipedia.org/wiki/Before_I_Die', 'https://www.goodreads.com/book/show/19381713-before-i-die', 'https://turnthepageyabookblog.wordpress.com/2012/01/07/book-review-before-i-die-by-jenny-downham/', 'https://www.supersummary.com/before-i-die/major-character-analysis/', 'https://www.goodreads.com/book/show/1314332.Before_I_Die']"
Walk in Darkness,"Methos, Victor","[0, """"]","['https://www.bookseriesinorder.com/victor-methos/', 'https://www.goodreads.com/author/quotes/4711969.Victor_Methos?page=8', 'https://www.orderofbooks.com/characters/jon-stanton/', 'https://www.bookseriesinorder.com/jon-stanton/', 'https://www.tlbranson.com/victor-methos-books-in-order/']"
After,"Gleitzman, Morris","[1, ""Yuli""]","['https://www.supersummary.com/after-gleitzman/major-character-analysis/', 'https://www.litcharts.com/lit/once/characters', 'https://marbleheadcharter.org/bookblog/after/', 'https://www.supersummary.com/after-gleitzman/summary/', 'http://alphareader.blogspot.com/2012/07/after-once-series-4-by-morris-gleitzman.html']"
Along Came a Spider Alex Cross 1,"Patterson, James","[1, ""Jezzie Flanagan""]","['https://en.wikipedia.org/wiki/Along_Came_a_Spider_(film)', 'https://www.imdb.com/title/tt0164334/fullcredits/', 'https://www.imdb.com/title/tt0164334/', 'https://www.lancerspiritonline.com/43066/a-e/lso-book-review-along-came-a-spider-by-james-patterson/', 'https://en.wikipedia.org/wiki/Alex_Cross_(novel_series)']"
Kissing Cupid Rancho Estate 5,"Francesca, Sonia","[0, """"]",['https://www.goodreads.com/book/show/13145430-kissing-cupid']
Because of Low Sea Breeze 2,"Glines, Abbi","[1, ""Willow 'Low' Foster""]","['https://www.goodreads.com/book/show/16117358-because-of-low', 'https://www.goodreads.com/book/show/13146214-because-of-low', 'https://1girl2manybooks.wordpress.com/2013/06/03/because-of-low-abbi-glines/', 'https://www.whatsbeyondforks.com/2016/05/playing-catch-up-review-of-sea-breeze.html', 'https://merryways.wordpress.com/2013/05/25/series-round-up-sea-breeze-series-by-abbi-glines/']"
The Garden of Happy Endings,"O'Neal, Barbara","[1, ""Elsa""]","['https://www.caminodesantiago.me/community/threads/the-garden-of-happy-endings.70998/', 'https://www.goodreads.com/book/show/17220910', 'https://www.whatisthatbookabout.com/reviews/2014/6/6/oxrrivdu25mbd4n09oj5swfoxwq4eo', 'https://www.penguinrandomhouse.com/books/203565/the-garden-of-happy-endings-by-barbara-oneal/', 'https://app.thestorygraph.com/book_reviews/4311da9e-114d-4cf7-a831-e5c3f7517732?page=2']"
Honeymoon Honeymoon 1,"Patterson, James","[1, ""Nora Sinclair""]","['https://www.goodreads.com/book/show/13147.Honeymoon', 'https://www.goodreads.com/book/show/1011493', 'https://www.whitepinebooks.com/products/author/Patterson,/~/product_id_desc?page=20', 'https://catalog.cmpl.org/search/card?id=82f06b66-da3a-523a-b170-b9e3cc195b51&entityType=FormatGroup', 'https://www.abebooks.com/9780755349517/Honeymoon-James-Patterson-Howard-Roughan-0755349512/plp']"
Flesh  Bone Rot  Ruin 3,"Maberry, Jonathan","[1, ""Nix Riley""]","['https://www.goodreads.com/book/show/13147460-flesh-bone', 'https://teenlibrariantoolbox.com/2012/08/06/book-review-flesh-and-bone-by-jonathan-maberry/', 'https://yalitreader.wordpress.com/2017/06/02/flesh-bone-by-jonathan-maberry/', 'https://www.goodreads.com/book/show/26839089', 'https://www.jonathanmaberry.com/rot_ruinseriespage.cfm']"
Kiss the Girls Alex Cross 2,"Patterson, James","[1, ""Dr. Kate McTiernan""]","['https://en.wikipedia.org/wiki/Kiss_the_Girls_(novel)', 'https://www.imdb.com/title/tt0119468/fullcredits', 'https://www.rottentomatoes.com/m/kiss_the_girls/cast-and-crew', 'https://en.wikipedia.org/wiki/Kiss_the_Girls_(1997_film)', 'https://www.redital.com/2022/kiss-the-girls-alex-cross-2-review-when-we-hate-the-villain/']"
Legend Drenai Saga 1,"Gemmell, David","[0, """"]","['https://unseenlibrary.com/tag/drenai-series/', 'https://goodreads.com/book/show/618177.Legend__Drenai_Saga___1_', 'https://thefantasyreviews.com/2023/06/01/book-review-legend-by-david-gemmell/', 'https://www.enworld.org/threads/any-races-characters-classes-based-on-david-gemmells-drenai-series-for-dnd.52702/', 'https://en.wikipedia.org/wiki/Legend_(Gemmell_novel)']"
Prophet A Novel,"Peretti, Frank E.","[0, """"]","['http://neveralone07.blogspot.com/2007/07/prophet-summary.html', 'https://app.thestorygraph.com/book_reviews/60f14795-e0e0-4d7a-b8f3-8fe75a18a147', 'https://en.wikipedia.org/wiki/Prophet_(novel)', 'https://www.tyndale.com/p/prophet/9780842371117', 'https://www.barnesandnoble.com/w/prophet-frank-e-peretti/1103134052']"
The Afghan Campaign,"Pressfield, Steven","[1, ""Shinar""]","['https://en.wikipedia.org/wiki/The_Afghan_Campaign', 'https://www.goodreads.com/book/show/1212678', 'http://d-n-i.net/dni_reviews/pressfield_afghan_campaign.htm', 'https://imprimatureditingblog.wordpress.com/2019/03/19/the-afghan-campaign/', 'https://claremontreviewofbooks.com/alexander-in-afghanistan/']"
The Broker,"Grisham, John","[0, """"]","['https://www.bookrags.com/lessonplan/the-broker/characters.html', 'https://bookbrief.io/books/the-broker-john-grisham/character-analysis', 'https://www.bevvincent.com/onyx/grisham-broker.html', 'http://www.publishersweekly.com/9780385510455', 'https://www.bookey.app/book/the-broker']"
A Dyeing Shame Myrtle Clover Mysteries 3,"Craig, Elizabeth Spann","[1, ""Myrtle Clover""]","['https://www.wattpad.com/1034212335-a-dyeing-shame-myrtle-clover-3-chapter-ten/page/2?wp_page=story-reading', 'https://www.goodreads.com/book/show/12432314-pretty-is-as-pretty-dies', 'https://www.dyarstraights.com/mysterious/', 'https://laxcrossword.com/2020/02/la-times-crossword-9-feb-20-sunday.html', 'https://www.goodreads.com/topic/show/18396556-reporter-s-challenge-2017']"
The Angel Experiment Maximum Ride 1,"Patterson, James","[1, ""Maximum Ride""]","['https://en.wikipedia.org/wiki/List_of_Maximum_Ride_characters', 'https://www.shmoop.com/study-guides/maximum-ride/characters.html', 'https://www.goodreads.com/topic/show/1237240-movie-cast-for-maximum-ride', 'https://en.wikipedia.org/wiki/Maximum_Ride:_The_Angel_Experiment', 'https://www.supersummary.com/maximum-ride-the-angel-experiment/summary/']"
LoveShy,"Wilkinson, Lili","[1, ""Penny""]","['https://www.readings.com.au/product/9781742376233/9781742376233', 'https://www.goodreads.com/book/show/16580866-the-zigzag-effect', 'http://www.liliwilkinson.com.au/blog', 'https://www.romance.io/books/5456060387eac3369a916851/loveshy-lili-wilkinson/similar', 'https://readu.io/book/?author=Lee+Wilkinson&page=2']"
Hide and Seek,"Patterson, James","[1, ""Maggie Bradford""]","['https://www.jamespatterson.com/titles/james-patterson/hide-and-seek/9780446409292/', 'https://www.goodreads.com/characters/1042860-maggie-bradford', 'https://www.goodreads.com/book/show/13153.Hide_and_Seek', 'https://www.bookrags.com/studyguide-hide-seek/', 'https://www.bookey.app/book/hide-and-seek']"
A Morning for Flamingos Dave Robicheaux 4,"Burke, James Lee","[0, """"]","['http://www.publishersweekly.com/9780316117210', 'https://www.louisianafolklife.org/lt/articles_essays/lfmperceptions.html', 'https://www.goodreads.com/book/show/1855074', 'https://acla.overdrive.com/acla-pennhills/magazines/media/583277', 'https://www.goodreads.com/book/show/1315418.A_Morning_for_Flamingos']"
Accused Scott Fenney 2,"Gimenez, Mark","[1, ""Rebecca""]","['https://50bookchallenge.livejournal.com/tag/addiction/', 'https://50bookchallenge.livejournal.com/tag/legal', 'https://www.goodreads.com/book/show/6394340-accused', 'https://musingstudio.com/tag/mark-gimenez/', 'https://www.markgimenez.com/readers-comments/']"
Ours to Love Wicked Lovers 7,"Black, Shayla","[1, ""London McLane""]","['https://www.goodreads.com/book/show/13156787-ours-to-love', 'https://shaylablackstore.com/products/ours-to-love', 'https://eager-reader.com/2017/11/20/review-ours-to-love-wicked-lovers-7-by-shayla-black/', 'https://www.barnesandnoble.com/w/ours-to-love-shayla-black/1111306926', 'https://wellsborobookstore.indielite.org/book/9780425253397']"
The Jester,"Patterson, James","[1, ""Emilie""]","['https://en.wikipedia.org/wiki/The_Jester_(novel)', 'https://www.littlebrown.com/titles/james-patterson/the-jester/9780759527836/', 'https://www.goodreads.com/book/show/562830.The_Jester', 'https://app.thestorygraph.com/book_reviews/5f91d067-1dea-4433-9e9b-ace8eda569f0/content_warning/45', 'https://historicalnovelsociety.org/reviews/the-jester/']"
The Light Between Oceans,"Stedman, M.L.","[1, ""Isabel Graysmark""]","['https://en.wikipedia.org/wiki/The_Light_Between_Oceans_(film)', 'https://www.imdb.com/title/tt2547584/', 'https://en.wikipedia.org/wiki/The_Light_Between_Oceans', 'https://instaread.co/insights/fiction-historical-fiction/the-light-between-oceans-book/7ys9exjj9j', 'https://notsarahconnorwrites.com/2023/05/24/book-review-the-light-between-oceans-by-m-l-stedman/']"
The Woman Who Went to Bed for a Year,"Townsend, Sue","[1, ""Eva Beaver""]","['https://www.goodreads.com/book/show/13160430-the-woman-who-went-to-bed-for-a-year', 'https://themelodramaticbookworm.com/2017/08/30/the-woman-who-went-to-bed-for-a-year-sue-townsend-book-review/', 'https://josbookjourney.wordpress.com/2013/01/26/book-club-8-the-woman-who-went-to-bed-for-a-year-sue-townsend/', 'https://clareodea.com/2013/03/21/the-woman-who-went-to-bed-for-a-year/', 'https://www.mumsnet.com/talk/what_were_reading/1642233-Anyone-else-read-the-woman-who-went-to-bed-for-a-year']"
Childhoods End SF MASTERWORKS Book 62,"Clarke, Arthur C.","[0, """"]","['https://www.sparknotes.com/lit/childhoodsend/characters/', 'https://www.litcharts.com/lit/childhood-s-end/characters', 'https://sfbluestocking.com/2015/12/18/childhoods-end-the-children-is-a-fitting-and-welcome-end-to-this-flawed-adaptation/', 'https://www.gradesaver.com/childhoods-end/study-guide/character-list', 'https://sfbluestocking.com/2015/07/28/book-review-childhoods-end-by-arthur-c-clarke/']"
Forever Peace,"Haldeman, Joe","[1, ""Amelia Harding""]","['https://meadowparty.com/blog/2018/03/21/forever-peace/', 'https://en.wikipedia.org/wiki/Forever_Peace', 'https://kara.reviews/forever-peace/', 'https://www.goodreads.com/book/show/21618.Forever_Peace', 'https://nathangoldwag.wordpress.com/2024/04/09/book-review-forever-peace/']"
When the Wind Blows When the Wind Blows 1,"Patterson, James","[1, ""Frannie O'Neill""]","['https://www.goodreads.com/book/show/685398', 'https://www.goodreads.com/book/show/61142815.When_the_Wind_Blows__When_the_Wind_Blows___1_', 'https://www.librarycat.org/lib/BooksForTroops/item/198276111', 'https://www.librarycat.org/lib/deffebach/item/186131703', 'https://www.instagram.com/evesbookdepot/p/DIOcqJfonuk/']"
The Weird of the White Wolf The Elric Saga 3,"Moorcock, Michael","[0, """"]","['https://reactormag.com/elric-reread-weird-of-the-white-wolf/', 'http://www.stevenhsilver.com/weird.html', 'https://www.goodreads.com/book/show/131633.The_Weird_of_the_White_Wolf', 'https://app.thestorygraph.com/reviews/a34e0765-d509-44ab-8c63-39c1835ddbd5', 'https://www.blackgate.com/2017/11/24/elric-and-me/']"
The Wednesday Letters,"Wright, Jason F.","[1, ""Laurel Cooper""]","['https://www.penguinrandomhouse.com/books/303111/the-wednesday-letters-by-jason-f-wright/9780425223475/readers-guide/', 'https://www.goodreads.com/book/show/19805408', 'https://authorlink.com/bookreview/wednesday-letters-by-jason-f-wright/', 'http://www.queenoftheclan.com/2008/05/book-review-wednesday-letters-by-jason.html', 'https://www.bookey.app/book/the-wednesday-letters']"
Politika Tom Clancys Power Plays 1,"Preisler, Jerome","[0, """"]","['https://www.goodreads.com/book/show/8102260', 'https://www.penguinrandomhouse.com/series/BOG/tom-clancys-power-plays/', 'https://en.wikipedia.org/wiki/Tom_Clancy_bibliography', 'https://www.barnesandnoble.com/w/tom-clancys-power-plays-1-tom-clancy/1117026300', 'https://www.bookseriesinorder.com/power-plays/']"
Succubus on Top Georgina Kincaid 2,"Mead, Richelle","[1, ""Georgina Kincaid""]","['https://readingbookslikeaboss.com/review-succubus-top-richelle-mead/', 'https://www.thebooksmugglers.com/2008/10/richelle-palooza-review-succubus-on-top.html', 'https://www.goodreads.com/book/show/10163689', 'https://www.supersummary.com/succubus-on-top/book-brief/', 'https://opinionsofawolf.com/2012/04/22/book-review-succubus-on-top-by-richelle-mead-series-2/']"
Runaway Ralph Ralph S Mouse 2,"Cleary, Beverly","[0, """"]","['https://www.beverlycleary.com/books/9780380709533/runaway-ralph', 'https://en.wikipedia.org/wiki/Runaway_Ralph', 'https://www.goodreads.com/book/show/44494885', 'https://www.supersummary.com/runaway-ralph/major-character-analysis/', 'https://chapter2books.indielite.org/book/9780380709533']"
Fragments Partials Sequence 2,"Wells, Dan","[1, ""Kira Walker""]","['https://www.goodreads.com/book/show/13170596', 'https://www.yabookscentral.com/fragments-partials-sequence-2/', 'https://katlovesbooksblog.wordpress.com/category/apocalypse-post-apocalypse-series/series-partials/', 'https://www.goodreads.com/book/show/15819208', 'https://yabookscentral.com/partials/']"
419,"Ferguson, Will","[1, ""Laura Curtis""]","['https://kevinfromcanada.wordpress.com/2012/10/18/419-by-will-ferguson/', 'https://smittenforfiction.ca/2023/08/13/419/', 'https://www.goodreads.com/book/13171072-419/questions', 'https://www.goodreads.com/questions/1972287-was-it-ever-stated-why-amina-was-walking', 'https://moesenglishblog.weebly.com/blog/famous-canadian-literature-character-archetypes-found-in-419-the-temptress-and-immigrant-discrimination']"
Harry Potter and the Order of the Phoenix Harry Potter 5 Part 1,"Rowling, J.K.","[1, ""Hermione Granger""]","['https://en.wikipedia.org/wiki/Order_of_the_Phoenix_(fictional_organisation)', 'https://www.litcharts.com/lit/harry-potter-and-the-order-of-the-phoenix/characters', 'https://www.sparknotes.com/lit/harrypotter5/characters/', 'https://en.wikipedia.org/wiki/List_of_Harry_Potter_characters', 'https://baos.pub/the-minor-characters-shine-in-harry-potter-and-the-order-of-the-phoenix-9f179efe2839']"
The Enchantress of Florence,"Rushdie, Salman","[1, ""Qara Koz""]","['https://www.supersummary.com/the-enchantress-of-florence/major-character-analysis/', 'https://www.purplepencilproject.com/essay-enchantress-florence-salman-rushdie/', 'https://stingingfly.org/review/the-enchantress-of-florence/', 'https://shereadsnovels.com/2013/11/16/the-enchantress-of-florence-by-salman-rushdie/', 'https://dichotomy-of-irony.blogspot.com/2008/06/enchantress-of-florence.html']"
