title,author,answer,citation
When God Was a Rabbit,"Winman, Sarah","[1, ""Eleanor Maud (Elly)""]","['https://bundleofbooks.org/2018/09/26/book-review-when-god-was-a-rabbit-sarah-winman/', 'https://www.sallyflint.com/book-review-of-sarah-winmans-when-god-was-a-rabbit/', 'https://savidgereads.wordpress.com/2011/05/20/when-god-was-a-rabbit-sarah-winman/', 'https://gilmoreguidetobooks.com/2018/11/when-god-was-a-rabbit/', 'http://theforeverbookworm.blogspot.com/2018/02/when-god-was-rabbit-sarah-winman.html']"
Divided Allegiance The Deed of Paksenarrion 2,"Moon, Elizabeth","[1, ""Paksenarrion""]","['https://fantasy-faction.com/2013/divided-allegiance-by-elizabeth-moon', 'https://www.simonandschuster.com/books/Divided-Allegiance/Elizabeth-Moon/9781481483728', 'http://fantasyhotlist.blogspot.com/2025/04/divided-allegiance.html', 'https://www.goodreads.com/book/show/10157198', 'https://www.baen.com/divided-allegiance.html']"
The Reluctant Fundamentalist,"Hamid, Mohsin","[1, ""Erica""]","['https://www.litcharts.com/lit/the-reluctant-fundamentalist/characters', 'https://www.coursehero.com/lit/The-Reluctant-Fundamentalist/characters/', 'https://en.wikipedia.org/wiki/The_Reluctant_Fundamentalist_(film)', 'https://www.imdb.com/title/tt2032557/', 'https://www.gradesaver.com/the-reluctant-fundamentalist/study-guide/character-list']"
Blood Orange Brewing A Tea Shop Mystery 7,"Childs, Laura","[1, ""Theodosia Browning""]","['https://bookish.livejournal.com/2280328.html', 'https://www.goodreads.com/book/show/888250.Blood_Orange_Brewing', 'http://www.laurachilds.com/teashop.php', 'https://www.goodreads.com/book/show/222045', 'https://trove.nla.gov.au/work/20579378']"
A Scattered Life,"McQuestion, Karen","[1, ""Skyla Plinka""]","['https://www.goodreads.com/book/show/7548569-a-scattered-life', 'http://www.bookroomreviews.com/a-scattered-life-book-review/', 'https://www.goodreads.com/book/show/7548569-a-scattered-life?search_version=service', 'https://books.apple.com/dk/audiobook/a-scattered-life-unabridged/id457872782', 'https://www.abebooks.com/9781935597063/Scattered-Life-Karen-McQuestion-193559706X/plp']"
The Judgment of Paris,"Vidal, Gore","[1, ""Anna Morris""]","['https://www.goodreads.com/book/show/2294568', 'https://www.librarycat.org/lib/erohwedd/item/71800693', 'https://lambdaliterary.org/2011/02/gore-vidal-writing-as-edgar-box/', 'https://www.thriftbooks.com/w/the-judgment-of-paris_gore-vidal/649737/', 'https://literariness.org/2018/07/02/analysis-of-gore-vidals-novels/']"
The City and the Pillar,"Vidal, Gore","[0, """"]","['https://en.wikipedia.org/wiki/The_City_and_the_Pillar', 'https://hoorayfordeadwhitemales.com/2019/03/12/the-city-and-the-pillar/', 'https://www.enotes.com/topics/city-pillar/characters', 'https://www.goodreads.com/book/show/88884.The_City_and_the_Pillar', 'https://lithub.com/on-myra-breckinridge-and-the-life-of-gore-vidal/']"
Hidden Prey Lucas Davenport 15,"Sandford, John","[1, ""Jennifer Carey""]","['https://www.goodreads.com/characters/1037718-jennifer-carey', 'https://www.goodreads.com/topic/show/18079996-lucas-davenport', 'https://www.librarything.com/character/Lucas+Davenport', 'https://www.johnsandford.org/prey09bs.html', 'https://kddidit.com/2015/05/05/book-review-john-sandfords-hidden-prey/']"
More Than a Skeleton Jonathan Weber 2,"Maier, Paul L.","[1, ""Shannon Weber""]","['https://www.goodreads.com/book/show/889012.More_Than_a_Skeleton', 'https://www.goodreads.com/shelf/show/skeleton', 'https://priory-of-sion.com/biblios/pos/prioryofsionbibliography.html', 'https://www.everand.com/book/202691943/More-than-a-Skeleton', 'https://mckay.biblionix.com/catalog/titles/']"
The Postman,"Brin, David","[1, ""Dena""]","['https://apocalypedia.wordpress.com/2016/08/16/the-postman/', 'https://davidbrin.wordpress.com/2012/11/11/the-postman-a-re-appraisal-readers-guide/', 'https://ossuslibrary.tripod.com/Bk_SF/Postman.htm', 'https://en.wikipedia.org/wiki/The_Postman', 'https://www.goodreads.com/book/889284.The_Postman/questions']"
Dr Death Alex Delaware 14,"Kellerman, Jonathan","[0, """"]","['https://threeoaks.biblionix.com/catalog/titles/', 'https://www.goodreads.com/book/show/1747282', 'https://en.wikipedia.org/wiki/Alex_Delaware', 'https://www.goodreads.com/book/show/889669.Dr_Death']"
Mrs Peter Rabbit Dover Childrens Thrift Classics,"Burgess, Thornton W.","[1, ""Miss Fuzzytail""]","['https://www.goodreads.com/book/show/889746', 'https://www.gutenberg.org/files/5791/5791-h/5791-h.htm', 'https://dogeardiary.com/2012/09/mrs-peter-rabbit/', 'https://www.youtube.com/watch?v=S6rxxGo7CXY', 'https://www.etsy.com/listing/1857466248/mrs-peter-rabbitthornton-w']"
Of Mice and Men,"Steinbeck, John","[1, ""Curley's wife""]","['https://www.sparknotes.com/lit/micemen/characters/', 'https://www.enotes.com/topics/of-mice-and-men/questions/portrayal-of-women-in-of-mice-and-men-3134865', 'https://www.sparknotes.com/lit/micemen/character/curleys-wife/', 'https://www.teenink.com/reviews/book_reviews/article/1018722/Portrayal-Of-Women-In-Of-Mice-And-Men', 'https://www.gradesaver.com/of-mice-and-men/q-and-a/what-female-characters-are-in-this-book-and-how-are-they-portrayed-301534']"
The Clique The Clique 1,"Harrison, Lisi","[1, ""Massie Block""]","['https://en.wikipedia.org/wiki/The_Clique_(series)', 'https://en.wikipedia.org/wiki/List_of_The_Clique_characters', 'https://magazine.catapult.co/culture/stories/all-that-glitters-on-the-clique-novels-and-my-first-lessons-in-white-privilege-zakiya-jamal', 'https://www.whatisthatbookabout.com/reviews/2020/7/17/review-the-clique-by-lisi-harrison', 'https://www.marieclaire.com/culture/books/in-defense-of-the-clique/']"
Wild Life,"DeFelice, Cynthia C.","[0, """"]","['https://www.goodreads.com/book/show/8901928-wild-life', 'https://www.bookseriesinorder.com/cynthia-c-defelice/', 'https://www.goodreads.com/author/show/4483492.Cynthia_C_DeFelice', 'https://tertulia.com/book/wild-life-cynthia-c-defelice/9781250034076', 'https://www.goodreads.com/book/show/2308577']"
Outside In Insider 2,"Snyder, Maria V.","[1, ""Trella""]","['https://www.goodreads.com/book/show/8901953-outside-in', 'https://ninedaysaqueen.livejournal.com/23785.html', 'https://eager-reader.com/tag/inside-out/', 'https://eager-reader.com/2014/12/page/2/?ak_action=reject_mobile', 'https://www.goodreads.com/topic/show/2253111-the-madness-returns']"
The House of Sleep,"Coe, Jonathan","[1, ""Sarah""]","['https://joelseath.wordpress.com/2021/04/05/book-review-the-house-of-sleep-jonathan-coe/', 'https://www.kirkusreviews.com/book-reviews/jonathan-coe/the-house-of-sleep/', 'https://www.readingirl.com/articles/why-had-i-never-heard-of-the-house-of-sleep-jonathan-coe', 'https://readingmattersblog.com/2011/12/21/the-house-of-sleep-by-jonathan-coe/', 'https://www.salteditions.it/the-house-of-sleep/']"
World War Z An Oral History of the Zombie War,"Brooks, Max","[0, """"]","['https://www.imdb.com/title/tt0816711/fullcredits/', 'https://en.wikipedia.org/wiki/World_War_Z_(film)', 'https://www.imdb.com/name/nm2020146/', 'https://www.litcharts.com/lit/world-war-z/characters', 'https://bechdeltest.com/view/4259/world_war_z/']"
Brotherhood Assassins Creed 2,"Bowden, Oliver","[0, """"]","['https://ramblingaboutvideogames.wordpress.com/2015/03/08/the-women-of-assassins-creed-part-ii/', 'https://www.giantbomb.com/assassins-creed-brotherhood/3030-31001/characters/', 'https://steamcommunity.com/sharedfiles/filedetails/?id=304890045', 'http://www.playthepast.org/?p=4477', ""https://en.wikipedia.org/wiki/List_of_Assassin's_Creed_characters""]"
The Gilded Chamber A Novel of Queen Esther,"Kohn, Rebecca","[1, ""Esther""]","['https://www.goodreads.com/book/show/904722', 'https://historicalnovelsociety.org/reviews/the-gilded-chamber/', 'https://readinggroupchoices.com/books/the-gilded-chamber/', 'https://www.goodreads.com/book/show/89119.The_Gilded_Chamber', 'http://www.brothersjudd.com/index.cfm/fuseaction/reviews.detail/book_id/1355/']"
Fingersmith,"Waters, Sarah","[1, ""Susan Trinder""]","['https://en.wikipedia.org/wiki/Fingersmith_(novel)', 'https://thebookstop.wordpress.com/2018/08/26/review-fingersmith-by-sarah-waters/', 'https://mybookshelfdialogues.com/2020/05/29/fingersmith-by-sarah-waters-book-review/', 'https://www.ncgsjournal.com/issue41/miller.html', 'https://www.goodreads.com/book/show/1027862']"
Family,"Cooper, J. California","[1, ""Always""]","['https://en.wikipedia.org/wiki/Family_(Cooper_novel)', 'https://www.swisseduc.ch/english/readinglist/cooper_jcalifornia/family/', 'https://www.enotes.com/topics/family-j-california-cooper/characters', 'https://www.goodreads.com/book/show/9930459', 'https://www.penguinrandomhouse.com/books/31572/family-by-j-california-cooper/9780385411721/readers-guide/']"
Judgment in Death In Death 11,"Robb, J.D.","[1, ""Eve Dallas""]","['https://en.wikipedia.org/wiki/In_Death', 'https://www.goodreads.com/book/show/89160.Judgment_in_Death', 'https://www.librarything.com/character/Eve+Dallas', 'https://www.goodreads.com/series/41029-in-death', 'http://www.publishersweekly.com/9780425176306']"
Winter in Madrid,"Sansom, C.J.","[1, ""Barbara Clare""]","['https://en.wikipedia.org/wiki/Winter_in_Madrid', 'https://www.penguinrandomhouse.com/books/301634/winter-in-madrid-by-c-j-sansom/9780143115137/readers-guide/', 'https://carolineangus.com/2014/01/28/spain-book-review-winter-in-madrid-by-c-j-sansom/', 'https://app.thestorygraph.com/book_reviews/6e8b2982-d03c-42d7-8ac5-1c00131c586c', 'https://www.blinkist.com/en/books/winter-in-madrid-en']"
Defy Not the Heart Sheffords Knights 1,"Lindsey, Johanna","[1, ""Reina""]","['https://www.goodreads.com/book/show/891815.Defy_Not_the_Heart', 'https://www.goodreads.com/book/show/21053082', 'https://app.thestorygraph.com/book_reviews/f6348f59-a07d-42fb-8ad1-28134ba96b4a?page=3', 'https://www.librarything.com/work/77995', 'https://johannalindsey.wordpress.com/2008/08/10/main-character-list/']"
Bait,"Robards, Karen","[1, ""Maddie Fitzgerald""]","['https://www.goodreads.com/book/show/891972.Bait', 'https://www.penguinrandomhouse.com/books/293965/bait-by-karen-robards/', 'https://www.barnesandnoble.com/w/bait-karen-robards/1100257201', 'https://www.publishersweekly.com/9780399152023', 'https://www.thriftbooks.com/w/bait_karen-robards/350525/']"
Want to Go Private,"Littman, Sarah Darer","[1, ""Abby""]","['https://thebookbratz.blogspot.com/2014/07/review-want-to-go-private-by-sarah.html', 'https://www.goodreads.com/book/show/8922184-want-to-go-private', 'https://yabookscentral.com/want-to-go-private/', 'https://leafsreviews.wordpress.com/2012/06/15/want-to-go-private-a-disturbing-look-at-internet-predators/', 'https://www.literacyworldwide.org/blog/literacy-now/2013/12/03/putting-books-to-work-want-to-go-private-']"
Augustus,"Williams, John","[1, ""Julia""]","['https://en.wikipedia.org/wiki/Augustus_(Williams_novel)', 'https://rosemaryandreadingglasses.com/2014/08/21/recommended-reading-augustus-by-john-williams/', 'https://mookseandgripes.com/reviews/2010/06/14/john-williams-augustus/', 'https://kenyonreview.org/reviews/nothing-but-the-night-by-john-williams-738439/', 'https://newbookrecommendation.com/summary-of-augustus-by-john-williams-a-detailed-synopsis/']"
Hunt the Moon Cassandra Palmer 5,"Chance, Karen","[1, ""Cassandra Palmer""]","['https://quirkycatsfatstacks.com/2019/07/15/review-hunt-the-moon-cassie-palmer-5-by-karen-chance/', 'https://www.goodreads.com/book/show/8926959', 'https://karenchance.com/hunt-the-moon-cassandra-palmer-5/', 'http://alphareader.blogspot.com/2011/06/hunt-moon-cassandra-palmer-5-by-karen.html', 'http://www.ismellsheep.com/2013/09/book-review-hunt-moon-cassandra-palmer_27.html']"
Shine,"Myracle, Lauren","[1, ""Cat""]","['https://en.wikipedia.org/wiki/Shine_(Myracle_novel)', 'https://bookishreviewsandmore.wordpress.com/2019/07/13/shine-by-lauren-myracle-review/', 'https://www.goodreads.com/book/show/8928054', 'https://www.booksandsensibility.com/2012/03/book-review-shine-by-lauren-myracle.html/', 'https://www.pluggedin.com/book-reviews/shine/']"
The Great Tree of Avalon Merlin 9,"Barron, T.A.","[1, ""Elli""]","['https://s.gr-assets.com/author/show/11078.T_A_Barron?origin=related_works', 'https://www.shortform.com/best-books/genre/best-arthurian-books-of-all-time', 'https://en.wikipedia.org/wiki/Merlin_Book_9:_The_Great_Tree_of_Avalon', 'https://www.goodreads.com/book/show/8931525-the-great-tree-of-avalon', 'https://tabarron.com/books/the-great-tree-of-avalon/']"
My Sunshine KendrickCoulterHarrigan 6,"Anderson, Catherine","[1, ""Laura Townsend""]","['https://www.goodreads.com/book/show/17761245', 'https://www.instagram.com/evesbookdepot/reel/DB7GSj6OdSi/', 'https://www.romance.io/topics/best/tortured%20heroine,cowboys/11', 'https://www.romance.io/topics/most/cowboys,boss%20&%20employee,mystery/1', 'https://www.shortform.com/best-books/genre/best-gin-books-of-all-time']"
Keegans Lady Coulter Historicals 1,"Anderson, Catherine","[1, ""Caitlin""]","['https://www.goodreads.com/book/show/89351.Keegan_s_Lady', 'https://www.goodreads.com/book/show/6458101', 'https://www.catherineanderson.com/books/keeganslady.html', 'https://www.thriftbooks.com/w/keegans-lady_catherine-anderson/255529/', 'https://www.catherineanderson.com/coulter_historical-mobile.html']"
Hit List Anita Blake Vampire Hunter 20,"Hamilton, Laurell K.","[1, ""Anita Blake""]","['https://en.wikipedia.org/wiki/List_of_Anita_Blake:_Vampire_Hunter_characters', 'https://www.goodreads.com/book/show/9400850-hit-list', 'https://www.goodreads.com/book/show/10705170-hit-list', 'https://www.fantasybookreview.co.uk/Laurell-K-Hamilton/Hit-List.html', 'https://www.penguinrandomhouse.com/series/ABH/anita-blake-vampire-hunter/']"
Bright Eyes KendrickCoulterHarrigan 5,"Anderson, Catherine","[1, ""Natalie""]","['https://assets.thestorygraph.com/book_reviews/818af7d4-921c-4998-9e91-686e1b1fcfcb', 'https://www.goodreads.com/group/4282-romance-series-lists/comments/946249-jenjn79?page=21', 'https://www.romance.io/authors/545526e98c7d2383163d8ee3/catherine-anderson', 'https://www.romance.io/topics/best/poor%20heroine,cowboys/3', 'https://s.gr-assets.com/list/show/19623.Best_Romance_with_a_Single_Parent?order=d&page=1']"
Cherish,"Anderson, Catherine","[1, ""Rebecca Morgan""]","['https://www.goodreads.com/book/show/89356.Cherish', 'https://allaboutromance.com/book-review/cherish-catherine-anderson/', 'https://www.writerspace.com/book/catherine-anderson/cherish/20239/', 'https://www.romance.io/books/545535e08c7d2383163d92a0/cherish-catherine-anderson?src=rdt&thr=1efc6sm', 'https://www.harpercollins.com/products/cherish-catherine-andersoncatherine-anderson']"
Consider Phlebas Culture 1,"Banks, Iain M.","[1, ""Yalson""]","['https://trevor-hopkins.com/banks/culture-names.html', 'https://en.wikipedia.org/wiki/Consider_Phlebas', 'http://wrongquestions.blogspot.com/2006/05/consider-phlebas-by-iain-m-banks.html', 'https://www.idlethumbs.net/forums/topic/9594-consider-phlebas/', 'https://www.supersummary.com/consider-phlebas/major-character-analysis/']"
Phantom Waltz KendrickCoulterHarrigan 2,"Anderson, Catherine","[1, ""Bethany Coulter""]","['https://www.goodreads.com/book/show/89359', 'https://www.goodreads.com/book/show/17015011-phantom-waltz', 'https://catalog.cmpl.org/search/card?id=371de886-9edc-50ec-b303-37db040a05a3&entityType=FormatGroup', 'https://www.romance.io/authors/545526e98c7d2383163d8ee3/catherine-anderson', 'https://www.shortform.com/best-books/genre/best-gin-books-of-all-time']"
Baby Love KendrickCoulterHarrigan 1,"Anderson, Catherine","[1, ""Maggie Stanley""]","['https://www.goodreads.com/book/show/5372323', 'https://app.thestorygraph.com/book_reviews/f32cdc8a-a906-4781-a612-5bb3b95cdc9a?page=2', 'https://s.gr-assets.com/list/show/19623.Best_Romance_with_a_Single_Parent?order=d&page=1', 'https://www.romance.io/topics/best/rape,shy%20heroine/12', 'https://www.romance.io/topics/newest/small%20town,cowboys/35']"
Big Trouble,"Barry, Dave","[1, ""Anna Herk""]","['https://www.imdb.com/title/tt0246464/fullcredits/', 'https://www.imdb.com/title/tt0246464/', 'https://en.wikipedia.org/wiki/Big_Trouble_(2002_film)', 'https://www.goodreads.com/book/show/1181802', 'http://www.screenwritersutopia.com/article/d15c0952']"
Penny from Heaven,"Holm, Jennifer L.","[1, ""Penny Falucci""]","['https://www.goodreads.com/book/show/89377.Penny_from_Heaven', 'https://compulsivereader.com/2014/06/15/a-review-of-penny-from-heaven-by-jennifer-holm/', 'http://www.publishersweekly.com/9780375936876', 'https://www.penguinrandomhouse.com/books/82065/penny-from-heaven-by-jennifer-l-holm/', 'https://juliherman.wordpress.com/2011/02/27/penny-from-heaven-by-jennifer-l-holm/']"
Hope,"Pearse, Lesley","[1, ""Hope Renton""]","['https://www.goodreads.com/book/show/893818.Hope', 'https://www.goodreads.com/book/show/200579097-hope', 'https://www.penguin.co.nz/books/hope-9781405938723', 'https://www.gransnet.com/forums/books_book_club/1251979-September-book-club-leave-your-thoughts-and-questions-for-Lesley?pg=2', 'https://www.thriftbooks.com/w/hope_lesley-pearse/909394/']"
Dead Eyes,"Woods, Stuart","[1, ""Chris Callaway""]","['https://www.kirkusreviews.com/book-reviews/stuart-woods/dead-eyes/', 'https://www.goodreads.com/book/show/65694251-dead-eyes', 'https://www.kirkusreviews.com/book-reviews/stuart-woods/dead-eyes/?page=15', 'https://www.barnesandnoble.com/w/dead-eyes-stuart-woods/1101078018', 'https://en.wikipedia.org/wiki/Stuart_Woods']"
Resistance,"Shreve, Anita","[1, ""Claire Daussois""]","['https://www.goodreads.com/book/show/89395.Resistance', 'https://www.kirkusreviews.com/book-reviews/anita-shreve/resistance-3/', 'https://www.raptisrarebooks.com/product/resistance-a-novel-anita-shreve-first-edition-signed/', 'https://app.thestorygraph.com/book_reviews/cba4fc47-f925-4d63-8630-2db2e732cfdd', 'https://www.latimes.com/archives/la-xpm-1995-05-07-bk-63180-story.html']"
Fortunes Rocks Fortunes Rocks Quartet 1,"Shreve, Anita","[1, ""Olympia Biddeford""]","[""https://en.wikipedia.org/wiki/Fortune's_Rocks_(novel)"", 'https://bookssnob.wordpress.com/2010/03/04/fortunes-rocks-by-anita-shreve/', 'https://readingmattersblog.com/2020/04/26/fortunes-rocks-by-anita-shreve/', 'https://www.readinggroupguides.com/reviews/fortunes-rocks-a-novel/excerpt', 'https://www.pioneerbook.com/product/155386/Fortunes-Rocks-A-Novel']"
Heavens Prisoners Dave Robicheaux 2,"Burke, James Lee","[1, ""Annie Robicheaux""]","['https://www.bookrags.com/studyguide-heavens-prisoners/', 'https://www.overdrive.com/media/5552903/heavens-prisoners', 'https://filmobsessive.com/film/film-features/physical-media/feature-presentations/the-imprint-films-after-dark-neo-noir-cinema-collection-three-part-iv-heavens-prisoners/', 'https://books.apple.com/us/book/heavens-prisoners/id381483093', 'https://www.addall.com/books-in-order/dave-robicheaux/']"
People of the Fire North Americas Forgotten Past 2,"Gear, W. Michael","[1, ""Tanager""]","['https://www.graphicaudio.net/north-america-s-forgotten-past-2-people-of-the-fire-1-of-2.html', ""https://en.wikipedia.org/wiki/North_America's_Forgotten_Past"", 'https://www.graphicaudio.net/our-productions/series/k-r/north-america-s-forgotten-past.html', 'https://www.goodreads.com/book/show/5794769', 'https://www.goodreads.com/book/19661521/questions']"
Red Sorghum,Mo Yan,"[1, ""Dai Fenglian (Grandma)""]","['https://www.ebsco.com/research-starters/literature-and-writing/red-sorghum-analysis-major-characters', 'https://en.wikipedia.org/wiki/Red_Sorghum_(film)', 'https://web.cocc.edu/cagatucci/classes/hum210/RedSorghum/redsorghum.htm', 'https://bookreviewsgalore.wordpress.com/2018/09/01/red-sorghum/', 'https://ivypanda.com/essays/red-sorghum-by-mo-yan/']"
Sons of Destiny Cirque du Freak 12,"Shan, Darren","[0, """"]","['https://reviews.booksthatburn.com/2022/12/shan-destiny.html', 'https://en.wikipedia.org/wiki/The_Saga_of_Darren_Shan', 'https://www.goodreads.com/book/show/1712569', 'https://www.youtube.com/watch?v=8sKCjgBQZNQ']"
Lord of the Shadows Cirque Du Freak 11,"Shan, Darren","[0, """"]","['https://reviews.booksthatburn.com/2022/12/shan-shadows.html', 'https://dgs.swanlibraries.net/Record/a1947316?searchId=154600942&recordIndex=17&page=', 'https://en.wikipedia.org/wiki/The_Saga_of_Darren_Shan']"
The Lake of Souls Cirque du Freak 10,"Shan, Darren","[0, """"]","['https://www.goodreads.com/book/show/1066068', 'https://booksrun.com/9780316016612-cirque-du-freak-11-lord-of-the-shadows-book-11-in-the-saga-of-darren-shan-reprint-edition', 'https://katesjumbledthoughts.wordpress.com', 'https://www.instagram.com/p/DI9hsT7Jn4A/', 'https://rpubs.com/destination4debabrata/503458']"
Hollowland The Hollows 1,"Hocking, Amanda","[1, ""Remy King""]","['https://bygollyollie.com/2012/01/04/book-report-hollowland-by-amanda-hocking/', 'https://assets.thestorygraph.com/book_reviews/e0b6143d-f1ab-4520-a335-a6d7e7832f5f', 'https://www.blinkist.com/en/books/hollowland-en', 'https://www.dynamite.com/htmlfiles/viewProduct.html?PRO=C160690471X', 'https://newbookrecommendation.com/summary-of-hollowland-by-amanda-hocking-a-detailed-synopsis/']"
To Sir With Love,"Braithwaite, E.R.","[0, """"]","['https://www.imdb.com/title/tt0062376/fullcredits/', 'https://en.wikipedia.org/wiki/To_Sir,_with_Love', 'https://www.imdb.com/title/tt0062376/', 'https://en.wikipedia.org/wiki/To_Sir,_With_Love_(novel)', 'https://www.enotes.com/topics/sir-with-love/questions/main-characters-and-teacher-roles-in-to-sir-with-3137919']"
The Ghost,"Harris, Robert","[1, ""Ruth Lang""]","['https://williampeaceblog.com/2023/05/13/review-the-ghost/', 'https://www.imdb.com/title/tt1139328/', 'https://www.cram.com/essay/Character-Analysis-The-Ghost-By-Robert-Harris/FC5G8HJ7WG', 'https://en.wikipedia.org/wiki/The_Ghost_Writer', 'https://parallax-view.org/2010/12/13/the-ghost-writer/']"
Killers of the Dawn Cirque Du Freak 9,"Shan, Darren","[0, """"]","['https://www.goodreads.com/book/show/25122956-cirque-du-freak', 'https://reviews.booksthatburn.com/2022/06/shan-dawn.html', 'https://www.youtube.com/watch?v=OjOBcoxj1vg', 'https://www.goodreads.com/book/show/164729.Killers_of_the_Dawn', 'https://en.wikipedia.org/wiki/The_Saga_of_Darren_Shan']"
I Tituba Black Witch of Salem,"Condé, Maryse","[1, ""Tituba""]","['https://www.litcharts.com/lit/i-tituba-black-witch-of-salem/characters/tituba', 'https://www.enotes.com/topics/tituba-black-witch-salem/characters', 'https://en.wikipedia.org/wiki/I,_Tituba:_Black_Witch_of_Salem', 'https://www.theparisreview.org/blog/2020/10/28/the-best-witch-novel-is-one-nobody-talks-about/', 'https://www.supersummary.com/i-tituba-black-witch-of-salem/major-character-analysis/']"
Freak the Mighty Freak the Mighty 1,"Philbrick, Rodman","[0, """"]","['https://www.sparknotes.com/lit/freak-the-mighty/characters/', 'https://www.litcharts.com/lit/freak-the-mighty/characters', 'https://www.litcharts.com/lit/freak-the-mighty/characters/loretta-lee', 'https://study.com/academy/lesson/loretta-in-freak-the-mighty.html', 'https://freakthemightygoestolunch.weebly.com/characters.html']"
The Ramona Collection Vol 1 Ramona 14,"Cleary, Beverly","[1, ""Ramona Geraldine Quimby""]","['https://www.beverlycleary.com/books/9780062455697/the-complete-ramona-collection', 'https://www.goodreads.com/book/show/89543', 'https://www.amightygirl.com/ramona-collection-1', 'https://en.wikipedia.org/wiki/Ramona_(novel_series)', 'https://www.beverlycleary.com/characters']"
Socks,"Cleary, Beverly","[1, ""Marilyn Bricker""]","['https://www.beverlycleary.com/characters/socks', 'https://allisonsbookbag.wordpress.com/2014/01/15/socks-by-beverly-cleary/', 'https://www.beverlycleary.com/books/9780688200671/socks', 'https://www.goodreads.com/book/show/58547512-socks', 'https://morgensternbooks.com/book/9780380709267']"
Ramona and Her Mother Ramona Quimby 5,"Cleary, Beverly","[1, ""Ramona Quimby""]","['https://en.wikipedia.org/wiki/Ramona_Quimby', 'https://www.gradesaver.com/ramona-quimby-age-8/study-guide/character-list', 'https://www.imdb.com/title/tt0493949/', 'https://www.amightygirl.com/character-collection/book-characters/ramona-quimby', 'https://lithub.com/how-ramona-quimby-taught-a-generation-of-girls-to-embrace-brashness/']"
The Dragon Revenant Deverry 4,"Kerr, Katharine","[1, ""Jill""]","['https://www.goodreads.com/book/show/2038404', 'http://nerinedorman.blogspot.com/2015/03/dragonspell-by-katharine-kerr-review.html', 'https://exmon01.external.cshl.edu/textbooks/scholarship/download/the_dragon_revenant_deverry_4_by_katharine_kerr.pdf', 'https://listserv.hlth.gov.bc.ca/papersCollection/book-search/download/the_dragon_revenant_deverry_4_by_katharine_kerr.pdf', 'https://www.goodreads.com/book/similar/20433742-ice-forged-ascendant-kingdoms-1']"
Talion Revenant,"Stackpole, Michael A.","[0, """"]","['https://www.goodreads.com/book/show/89553', 'https://matthilliard.wordpress.com/2011/02/01/talion-revenant-by-michael-stackpole/', 'https://www.barnesandnoble.com/w/talion-michael-a-stackpole/1112273717', 'https://www.fantasybookreview.co.uk/Michael-A-Stackpole/Talion-Revenant.html', 'https://www.angelfire.com/scifi/talion/']"
Tunnels of Blood Cirque du Freak 3,"Shan, Darren","[0, """"]","['https://en.wikipedia.org/wiki/Tunnels_of_Blood', 'https://www.goodreads.com/book/show/18924684', 'https://en.wikipedia.org/wiki/The_Saga_of_Darren_Shan', 'https://earnestlyeccentric.wordpress.com/2019/03/10/tunnels-of-blood-the-saga-of-darren-shan-3/', 'https://www.goodreads.com/book/show/6821273-cirque-du-freak']"
The Rain Before it Falls,"Coe, Jonathan","[1, ""Rosamond""]","['https://jonathancoewriter.com/book/the-rain-before-it-falls/', 'https://www.goodreads.com/book/show/895807.The_Rain_Before_it_Falls', 'https://www.catholicnewsagency.com/column/50613/the-rain-before-it-falls', 'https://www.penguinrandomhouse.com/books/29226/the-rain-before-it-falls-by-jonathan-coe/9780307388162/readers-guide/', 'http://clothesinbooks.blogspot.com/2015/10/the-rain-before-it-falls-by-jonathan-coe.html']"
Lassie ComeHome,"Knight, Eric","[0, """"]","['https://en.wikipedia.org/wiki/Lassie_Come_Home', 'https://www.imdb.com/title/tt0036098/', 'https://www.ebsco.com/research-starters/literature-and-writing/lassie-come-home-eric-knight', 'https://www.tvguide.com/movies/lassie-come-home/cast/2030120346/', 'https://en.wikipedia.org/wiki/Lassie']"
Suspense and Sensibility Or First Impressions Revisited Mr  Mrs Darcy Mysteries 2,"Bebris, Carrie","[1, ""Elizabeth Darcy""]","['https://rebekahsreadingsandwatchings.com/2021/10/13/suspense-and-sensibility-or-first-impressions-revisited-mr-mrs-darcy-mysteries-2/', 'https://www.goodreads.com/book/show/89599.Suspense_and_Sensibility', 'https://janeaustenrunsmylife.wordpress.com/2017/03/30/suspense-sensibility-or-first-impressions-revisited/', 'https://austenprose.com/2011/08/24/suspense-and-sensibility-or-first-impressions-revisited-a-mr-mrs-darcy-mystery-by-carrie-bebris-%E2%80%93-a-review/', 'https://www.barnesandnoble.com/w/suspense-and-sensibility-carrie-bebris/1103277170']"
Vampire Mountain Cirque Du Freak 4,"Shan, Darren","[0, """"]","['https://app.thestorygraph.com/book_reviews/19a1bac8-32bf-4bf8-9a38-97d1e13e769a', 'https://en.wikipedia.org/wiki/The_Saga_of_Darren_Shan', 'https://darrenshan.shoutwiki.com/wiki/Larten_Crepsley', 'https://goodreads.com/book/show/8960.Vampire_Mountain__Cirque_Du_Freak___4_', 'https://reviews.booksthatburn.com/2022/05/shan-trials.html']"
